1216,4,4,1,135, 45, 8,13.53
1301,1,2,3, 45,135,12,11.49
1301,2,3,2,135, 45, 6,11.57
1301,3,1,4, 45,135, 8,9.42
1301,4,4,1,135, 45,10,6.82
1302,1,4,1,135, 45, 8,6.45
1302,2,1,4, 45,135,10,6.86
1302,3,2,3, 45,135,12,13.64
1302,4,3,2,135, 45, 6,6.30
1303,1,2,3, 45,135,12,9.37
1303,2,4,1,135, 45, 6,6.05
1303,3,1,4, 45,135,10,8.34
1303,4,3,2,135, 45, 8,5.42
1304,1,1,4, 45,135, 8,7.75
1304,2,3,2,135, 45, 6,11.94
1304,3,2,3, 45,135,10,12.13
1304,4,4,1,135, 45,12,13.04
1305,1,1,4, 45,135, 6,9.40
1305,2,3,2,135, 45,12,12.18
1305,3,2,3, 45,135,10,11.09
1305,4,4,1,135, 45, 8,4.43
1306,1,2,3, 45,135, 6,5.46
1306,2,3,2,135, 45, 8,6.33
1306,3,4,1,135, 45,12,6.46
1306,4,1,4, 45,135,10,5.70
1307,1,4,1,135, 45,10,6.35
1307,2,1,4, 45,135, 6,6.75
1307,3,2,3, 45,135,12,13.52
1307,4,3,2,135, 45, 8,7.47
1308,1,3,2,135, 45, 8,6.97
1308,2,4,1,135, 45,10,8.04
1308,3,2,3, 45,135, 6,7.02
1308,4,1,4, 45,135,12,11.58
1309,1,1,4, 45,135,12,7.60
1309,2,4,1,135, 45, 8,5.25
1309,3,3,2,135, 45,10,10.17
1309,4,2,3, 45,135, 6,7.55
1310,1,1,4, 45,135, 8,7.63
1310,2,2,3, 45,135,10,4.68
1310,3,4,1,135, 45, 6,12.68
1310,4,3,2,135, 45,12,8.58
1311,1,2,3, 45,135, 8,4.77
1311,2,1,4, 45,135,12,13.05
1311,3,3,2,135, 45,10,6.81
1311,4,4,1,135, 45, 6,10.14
1312,1,1,4, 45,135, 8,10.62
1312,2,3,2,135, 45,12,6.00
1312,3,4,1,135, 45,10,13.60
1312,4,2,3, 45,135, 6,10.65
1313,1,1,4, 45,135, 6,9.41
1313,2,2,3, 45,135,12,12.69
1313,3,4,1,135, 45,10,9.57
1313,4,3,2,135, 45, 8,4.21
1314,1,1,4, 45,135,10,8.83
1314,2,4,1,135, 45, 6,12.08
1314,3,2,3, 45,135,12,11.36
1314,4,3,2,135, 45, 8,9.72
1315,1,2,3, 45,135,12,4.08
1315,2,4,1,135, 45, 8,11.18
1315,3,1,4, 45,135,10,8.49
1315,4,3,2,135, 45, 6,10.60
1316,1,1,4, 45,135, 6,11.53
1316,2,4,1,135, 45, 8,12.05
1316,3,3,2,135, 45,10,4.29
1316,4,2,3, 45,135,12,11.80
1401,1,2,3, 45,135,10,9.67
1401,2,1,4, 45,135,12,4.76
1401,3,4,1,135, 45, 8,6.51
1401,4,3,2,135, 45, 6,5.33
1402,1,1,4, 45,135, 6,9.65
1402,2,2,3, 45,135,10,9.41
1402,3,4,1,135, 45,12,4.68
1402,4,3,2,135, 45, 8,13.89
1403,1,3,2,135, 45, 6,6.51
1403,2,2,3, 45,135, 8,7.15
1403,3,1,4, 45,135,10,7.00
1403,4,4,1,135, 45,12,4.42
1404,1,1,4, 45,135, 6,9.28
1404,2,4,1,135, 45,10,6.56
1404,3,3,2,135, 45,12,8.09
1404,4,2,3, 45,135, 8,13.48
1405,1,4,1,135, 45, 6,13.20
1405,2,2,3, 45,135, 8,5.21
1405,3,3,2,135, 45,12,9.92
1405,4,1,4, 45,135,10,7.60
1406,1,1,4, 45,135, 6,11.20
1406,2,2,3, 45,135, 8,9.24
1406,3,4,1,135, 45,12,6.61
1406,4,3,2,135, 45,10,8.93
1407,1,1,4, 45,135, 8,12.56
1407,2,3,2,135, 45, 6,11.25
1407,3,4,1,135, 45,10,5.99
1407,4,2,3, 45,135,12,5.57
1408,1,1,4, 45,135,10,7.70
1408,2,2,3, 45,135,12,12.63
1408,3,3,2,135, 45, 8,10.85
1408,4,4,1,135, 45, 6,10.34
1409,1,2,3, 45,135, 6,5.41
1409,2,4,1,135, 45,10,4.79
1409,3,1,4, 45,135,12,12.77
1409,4,3,2,135, 45, 8,8.20
1410,1,2,3, 45,135,10,8.88
1410,2,4,1,135, 45,12,8.60
1410,3,3,2,135, 45, 6,9.16
1410,4,1,4, 45,135, 8,6.72
1411,1,3,2,135, 45, 6,6.31
1411,2,4,1,135, 45,12,13.00
1411,3,2,3, 45,135,10,13.09
1411,4,1,4, 45,135, 8,10.04
1412,1,4,1,135, 45, 8,7.65
1412,2,3,2,135, 45, 6,9.99
1412,3,1,4, 45,135,12,10.69
1412,4,2,3, 45,135,10,12.95
1413,1,2,3, 45,135,10,4.87
1413,2,1,4, 45,135, 6,9.39
1413,3,4,1,135, 45, 8,8.28
1413,4,3,2,135, 45,12,10.17
1414,1,4,1,135, 45,12,9.59
1414,2,2,3, 45,135, 8,6.26
1414,3,3,2,135, 45, 6,5.04
1414,4,1,4, 45,135,10,4.09
1415,1,2,3, 45,135, 8,4.59
1415,2,3,2,135, 45, 6,7.22
1415,3,4,1,135, 45,10,11.80
1415,4,1,4, 45,135,12,7.35
1416,1,2,3, 45,135, 6,10.20
1416,2,3,2,135, 45, 8,13.93
1416,3,1,4, 45,135,12,10.48
1416,4,4,1,135, 45,10,9.40
1501,1,4,1,135, 45,10,6.32
1501,2,1,4, 45,135, 6,11.40
1501,3,2,3, 45,135, 8,12.89
1501,4,3,2,135, 45,12,12.60
1502,1,2,3, 45,135,10,9.97
1502,2,3,2,135, 45,12,10.55
1502,3,4,1,135, 45, 6,13.15
1502,4,1,4, 45,135, 8,8.33
1503,1,4,1,135, 45,12,6.90
1503,2,3,2,135, 45, 8,10.32
1503,3,2,3, 45,135, 6,6.95
1503,4,1,4, 45,135,10,10.22
1504,1,2,3, 45,135,12,4.47
1504,2,1,4, 45,135, 6,13.95
1504,3,3,2,135, 45, 8,6.06
1504,4,4,1,135, 45,10,10.07
1505,1,1,4, 45,135, 8,7.47
1505,2,2,3, 45,135,12,11.18
1505,3,3,2,135, 45, 6,4.28
1505,4,4,1,135, 45,10,4.66
1506,1,3,2,135, 45, 8,13.27
1506,2,2,3, 45,135,10,4.87
1506,3,4,1,135, 45, 6,7.32
1506,4,1,4, 45,135,12,9.26
1507,1,2,3, 45,135,12,6.46
1507,2,1,4, 45,135, 8,9.43
1507,3,4,1,135, 45, 6,11.81
1507,4,3,2,135, 45,10,9.22
1508,1,4,1,135, 45,10,13.32
1508,2,2,3, 45,135,12,5.47
1508,3,3,2,135, 45, 8,8.17
1508,4,1,4, 45,135, 6,6.80
1509,1,2,3, 45,135,12,9.98
1509,2,4,1,135, 45, 8,4.36
1509,3,3,2,135, 45,10,4.63
1509,4,1,4, 45,135, 6,7.23
1510,1,1,4, 45,135, 8,4.98
1510,2,2,3, 45,135,12,5.70
1510,3,4,1,135, 45,10,7.71
1510,4,3,2,135, 45, 6,4.39
1511,1,1,4, 45,135, 6,11.09
1511,2,4,1,135, 45,12,10.41
1511,3,3,2,135, 45,10,5.74
1511,4,2,3, 45,135, 8,4.62
1512,1,2,3, 45,135, 6,8.07
1512,2,4,1,135, 45,10,8.63
1512,3,3,2,135, 45, 8,6.02
1512,4,1,4, 45,135,12,12.70
1513,1,4,1,135, 45, 8,9.98
1513,2,1,4, 45,135,10,4.23
1513,3,3,2,135, 45,12,13.00
1513,4,2,3, 45,135, 6,8.53
1514,1,4,1,135, 45,12,4.58
1514,2,2,3, 45,135, 8,5.06
1514,3,1,4, 45,135, 6,13.99
1514,4,3,2,135, 45,10,12.67
1515,1,3,2,135, 45,12,10.15
1515,2,2,3, 45,135, 6,4.26
1515,3,4,1,135, 45, 8,7.22
1515,4,1,4, 45,135,10,8.64
1516,1,2,3, 45,135,10,4.99
1516,2,1,4, 45,135, 8,9.71
1516,3,4,1,135, 45, 6,7.26
1516,4,3,2,135, 45,12,8.50
